,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
455,0.0,3,1,0,2,0,0,1,3
456,1.0,3,1,0,1,0,0,2,3
457,1.0,3,1,0,2,0,0,0,2
458,1.0,1,1,0,2,0,0,1,3
459,1.0,1,2,1,3,1,0,2,0
460,0.0,3,1,0,1,0,0,0,3
461,0.0,1,1,0,3,0,0,2,3
462,1.0,2,2,1,2,0,0,1,3
463,0.0,3,1,0,2,0,0,1,2
464,1.0,2,2,1,2,1,0,1,3
465,0.0,3,1,0,2,0,0,0,3
466,1.0,1,3,1,2,0,0,2,3
467,1.0,1,2,1,3,0,1,2,0
468,0.0,3,1,0,2,0,0,0,0
469,0.0,3,1,0,3,0,0,0,2
470,0.0,1,1,0,2,0,0,3,3
471,0.0,3,1,0,2,0,0,0,3
472,0.0,2,1,0,1,2,1,1,3
473,1.0,2,3,1,0,1,1,1,3
474,0.0,3,1,0,0,1,1,0,0
475,1.0,3,2,1,2,0,2,1,0
476,0.0,3,3,1,2,0,0,0,3
477,1.0,2,3,1,0,0,2,1,3
478,0.0,1,5,0,3,0,0,1,3
479,1.0,1,3,1,2,0,0,3,0
480,0.0,3,1,0,2,0,0,1,3
481,1.0,1,3,1,1,0,2,2,0
482,1.0,1,3,1,2,0,2,2,3
483,0.0,3,3,1,0,4,2,2,3
484,0.0,3,3,1,0,4,2,2,3
485,1.0,2,1,0,2,1,0,1,3
486,0.0,1,1,0,3,1,0,3,0
487,0.0,1,1,0,3,0,0,1,3
488,1.0,2,2,1,0,1,0,1,3
489,1.0,2,1,0,2,0,0,1,0
490,0.0,3,1,0,2,1,1,1,3
491,1.0,2,4,0,0,1,1,2,3
492,1.0,1,1,0,0,0,2,3,0
493,0.0,2,1,0,1,0,0,1,3
494,0.0,3,1,0,2,0,0,0,2
495,1.0,3,1,0,1,0,0,0,0
496,1.0,3,3,1,1,0,0,0,3
497,1.0,1,5,1,3,1,0,2,0
498,0.0,1,1,0,2,0,0,3,0
499,1.0,1,2,1,2,1,1,2,3
500,1.0,3,2,1,2,1,0,1,3
501,0.0,3,1,0,3,0,0,0,3
502,0.0,2,1,0,2,0,0,1,3
503,0.0,3,3,1,2,0,0,0,3
504,0.0,3,1,0,1,2,0,1,3
505,0.0,3,1,0,0,0,0,0,3
506,0.0,3,2,1,2,0,4,1,3
507,1.0,3,1,0,2,0,0,0,3
508,1.0,2,1,0,3,0,0,1,3
509,1.0,1,2,1,3,2,0,2,3
510,1.0,1,1,0,2,0,0,1,3
511,0.0,3,1,0,0,0,0,0,3
512,0.0,3,1,0,0,0,0,1,3
513,1.0,2,3,1,2,0,0,1,3
514,1.0,1,2,1,2,1,0,2,3
515,0.0,3,2,1,2,1,0,1,0
516,1.0,3,1,0,2,0,0,0,3
517,1.0,2,3,1,1,1,1,2,3
518,1.0,1,2,1,2,1,1,3,0
519,0.0,2,1,0,3,0,0,1,3
520,0.0,1,1,0,2,0,0,2,0
521,0.0,3,1,0,2,0,0,0,0
522,1.0,1,3,1,0,0,2,2,3
523,0.0,2,1,0,3,0,0,1,3
524,1.0,1,1,0,3,1,1,2,0
525,0.0,3,1,0,2,0,0,0,3
526,1.0,1,2,1,3,1,0,2,0
527,0.0,3,1,0,3,0,0,0,3
528,0.0,3,3,1,2,0,2,0,2
529,0.0,2,1,0,2,1,0,1,3
530,0.0,3,1,0,2,1,1,1,3
531,1.0,2,3,1,2,0,0,2,3
532,0.0,3,1,0,3,0,0,0,3
533,1.0,1,5,0,3,1,0,2,0
534,1.0,2,2,1,1,2,1,1,3
535,0.0,1,1,0,2,0,0,2,3
536,0.0,3,1,0,3,0,0,0,3
537,1.0,1,1,0,2,0,0,1,0
538,0.0,3,1,0,2,1,0,1,3
539,0.0,3,1,0,2,0,0,0,3
540,1.0,1,1,0,1,0,0,2,3
541,1.0,2,2,1,1,1,2,2,0
542,1.0,1,3,1,3,0,0,3,3
543,0.0,3,2,1,2,1,5,2,3
544,0.0,3,1,0,2,0,0,0,3
545,1.0,2,3,1,1,1,2,2,3
546,0.0,3,1,0,2,1,1,1,3
547,0.0,3,2,1,1,1,0,1,3
548,1.0,2,3,1,0,2,1,2,3
549,0.0,2,1,0,1,0,0,1,3
550,0.0,3,1,0,1,1,0,1,0
551,1.0,1,1,0,3,1,0,2,3
552,1.0,3,1,0,1,1,1,1,0
553,0.0,3,1,0,1,0,0,0,3
554,0.0,3,1,0,1,0,0,1,3
555,0.0,1,1,0,3,0,0,2,3
556,0.0,2,5,0,3,0,0,1,2
557,1.0,1,3,1,1,0,0,2,3
558,0.0,3,1,0,1,0,0,0,3
559,0.0,3,1,0,2,0,0,0,2
560,1.0,1,1,0,3,0,0,2,3
561,0.0,3,1,0,3,0,0,0,3
562,1.0,1,5,0,2,0,0,2,0
563,0.0,1,1,0,2,0,0,0,3
564,0.0,3,3,1,0,3,2,1,3
565,1.0,2,3,1,2,0,0,1,3
566,0.0,2,1,0,2,1,1,1,3
567,0.0,3,2,1,3,0,5,2,3
568,0.0,3,1,0,2,1,0,1,3
569,1.0,1,5,1,1,0,0,2,0
570,0.0,3,3,1,0,3,2,1,3
571,1.0,3,1,0,2,0,0,2,3
572,1.0,1,1,0,3,1,0,2,0
573,1.0,1,5,0,3,0,0,2,0
574,0.0,3,1,0,2,0,0,0,3
575,1.0,3,3,1,1,0,0,0,3
576,1.0,2,3,1,0,0,1,1,3
577,0.0,3,1,0,1,0,0,0,3
578,1.0,3,3,1,2,0,0,0,2
579,0.0,3,3,1,0,0,0,0,2
580,0.0,2,1,0,1,2,0,2,3
581,0.0,3,2,1,2,1,1,1,2
582,0.0,2,1,0,1,0,0,1,3
583,0.0,1,1,0,3,0,2,3,0
584,1.0,1,5,0,3,2,0,3,3
585,0.0,3,1,0,3,0,0,0,0
586,0.0,1,1,0,3,0,0,1,3
587,0.0,3,1,0,2,0,0,0,3
588,1.0,3,1,0,1,1,0,0,3
589,0.0,2,1,0,2,2,0,2,3
590,0.0,3,1,0,2,0,0,0,3
591,0.0,3,1,0,3,0,0,0,3
592,1.0,1,2,1,2,1,0,2,3
593,1.0,2,2,1,3,1,1,2,3
594,0.0,1,1,0,2,1,0,2,3
595,0.0,2,1,0,3,0,0,1,3
596,1.0,2,1,0,2,0,0,1,3
597,0.0,3,1,0,0,0,0,0,3
598,0.0,3,1,0,1,0,0,0,3
599,1.0,3,3,1,0,0,0,0,3
600,0.0,3,2,1,3,1,6,2,3
601,1.0,1,1,0,2,0,1,3,0
602,0.0,3,3,1,2,0,0,0,2
603,1.0,1,1,0,1,0,0,2,0
604,0.0,3,1,0,1,0,0,0,3
605,0.0,3,1,0,0,5,2,2,3
606,0.0,2,1,0,3,1,1,2,3
607,0.0,2,1,0,1,1,2,2,0
608,0.0,3,1,0,0,4,1,2,3
609,0.0,3,1,0,0,0,0,1,3
610,0.0,3,1,0,0,0,0,0,3
611,1.0,1,3,1,0,0,1,3,3
612,1.0,1,1,0,2,1,0,2,3
613,1.0,3,3,1,0,0,1,1,0
614,0.0,3,1,0,1,0,0,0,0
615,0.0,1,5,0,3,0,0,1,3
616,0.0,2,1,0,3,0,0,1,3
617,1.0,3,3,1,2,0,0,0,2
618,0.0,1,1,0,3,1,1,3,0
619,0.0,3,1,0,3,0,0,0,3
620,1.0,1,2,1,0,1,0,3,0
621,1.0,1,1,0,2,0,0,1,3
622,0.0,3,3,1,0,0,1,1,0
623,0.0,3,1,0,1,0,0,0,2
624,0.0,3,1,0,1,1,0,0,3
625,0.0,2,1,0,2,0,0,1,3
626,1.0,2,2,1,3,0,0,1,3
627,1.0,1,1,0,3,0,0,1,3
628,1.0,1,3,1,1,0,0,3,3
629,1.0,1,5,1,1,0,0,2,0
630,0.0,1,1,0,2,0,0,1,3
631,1.0,1,1,0,3,1,0,2,3
