,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
117,0.0,3,Mr,male,28.0,0,0,7.75,Q
118,1.0,3,Mr,male,24.0,0,0,7.1417,S
119,1.0,3,Miss,female,28.0,1,1,22.3583,C
120,0.0,3,Mr,male,45.0,0,0,6.975,S
121,0.0,3,Mr,male,33.0,0,0,7.8958,C
122,0.0,3,Mr,male,20.0,0,0,7.05,S
123,0.0,3,Mrs,female,47.0,1,0,14.5,S
124,0.0,2,Mr,male,25.0,0,0,13.0,S
125,0.0,2,Mr,male,23.0,0,0,15.0458,C
126,1.0,1,Miss,female,19.0,0,2,26.2833,S
127,0.0,1,Mr,male,37.0,1,0,53.1,S
128,0.0,3,Mr,male,16.0,0,0,9.2167,S
129,0.0,1,Mr,male,24.0,0,0,79.2,C
130,0.0,3,Mrs,female,28.0,0,2,15.2458,C
131,1.0,3,Miss,female,22.0,0,0,7.75,S
132,1.0,3,Mrs,female,24.0,1,0,15.85,S
133,0.0,3,Mr,male,19.0,0,0,6.75,Q
134,0.0,2,Mr,male,18.0,0,0,11.5,S
135,0.0,2,Mr,male,19.0,1,1,36.75,S
136,1.0,3,Mr,male,27.0,0,0,7.7958,S
137,0.0,3,Miss,female,9.0,2,2,34.375,S
138,0.0,2,Mr,male,36.5,0,2,26.0,S
139,0.0,2,Rev,male,42.0,0,0,13.0,S
140,0.0,2,Rev,male,51.0,0,0,12.525,S
141,1.0,1,Mrs,female,22.0,1,0,66.6,S
142,0.0,3,Mr,male,55.5,0,0,8.05,S
143,0.0,3,Mr,male,40.5,0,2,14.5,S
144,0.0,3,Mr,male,28.0,0,0,7.3125,S
145,0.0,1,Mr,male,51.0,0,1,61.3792,C
146,1.0,3,Miss,female,16.0,0,0,7.7333,Q
147,0.0,3,Mr,male,30.0,0,0,8.05,S
148,0.0,3,Mr,male,28.0,0,0,8.6625,S
149,0.0,3,Master,male,28.0,8,2,69.55,S
150,0.0,3,Mr,male,44.0,0,1,16.1,S
151,1.0,2,Mrs,female,40.0,0,0,15.75,S
152,0.0,3,Mr,male,26.0,0,0,7.775,S
153,0.0,3,Mr,male,17.0,0,0,8.6625,S
154,0.0,3,Master,male,1.0,4,1,39.6875,S
155,1.0,3,Master,male,9.0,0,2,20.525,S
156,1.0,1,Mrs,female,28.0,0,1,55.0,S
157,0.0,3,Mrs,female,45.0,1,4,27.9,S
158,0.0,1,Mr,male,28.0,0,0,25.925,S
159,0.0,3,Mr,male,28.0,0,0,56.4958,S
160,0.0,1,Mr,male,61.0,0,0,33.5,S
161,0.0,3,Master,male,4.0,4,1,29.125,Q
162,1.0,3,Miss,female,1.0,1,1,11.1333,S
163,0.0,1,Mr,male,56.0,0,0,30.6958,C
164,0.0,3,Mr,male,18.0,1,1,7.8542,S
165,0.0,3,Master,male,28.0,3,1,25.4667,S
166,0.0,1,Miss,female,50.0,0,0,28.7125,C
167,0.0,2,Mr,male,30.0,0,0,13.0,S
168,0.0,3,Mr,male,36.0,0,0,0.0,S
169,0.0,3,Miss,female,28.0,8,2,69.55,S
170,0.0,2,Mr,male,28.0,0,0,15.05,C
171,0.0,3,Master,male,9.0,4,2,31.3875,S
172,1.0,2,Master,male,1.0,2,1,39.0,S
173,1.0,3,Miss,female,4.0,0,2,22.025,S
174,0.0,1,Mr,male,28.0,0,0,50.0,S
175,1.0,3,Mrs,female,28.0,1,0,15.5,Q
176,1.0,1,Mr,male,45.0,0,0,26.55,S
177,0.0,3,Mr,male,40.0,1,1,15.5,Q
178,0.0,3,Mr,male,36.0,0,0,7.8958,S
179,1.0,2,Mrs,female,32.0,0,0,13.0,S
180,0.0,2,Mr,male,19.0,0,0,13.0,S
181,1.0,3,Miss,female,19.0,1,0,7.8542,S
182,1.0,2,Master,male,3.0,1,1,26.0,S
183,1.0,1,Mrs,female,44.0,0,0,27.7208,C
184,1.0,1,Miss,female,58.0,0,0,146.5208,C
185,0.0,3,Mr,male,42.0,0,1,8.4042,S
186,0.0,2,Miss,female,24.0,0,0,13.0,S
187,0.0,3,Mr,male,28.0,0,0,9.5,S
188,0.0,3,Mr,male,28.0,8,2,69.55,S
189,0.0,3,Mr,male,34.0,0,0,6.4958,S
190,0.0,3,Mr,male,45.5,0,0,7.225,C
191,1.0,3,Mr,male,18.0,0,0,8.05,S
192,0.0,3,Miss,female,2.0,0,1,10.4625,S
193,0.0,3,Mr,male,32.0,1,0,15.85,S
194,1.0,3,Mr,male,26.0,0,0,18.7875,C
195,1.0,3,Miss,female,16.0,0,0,7.75,Q
196,1.0,1,Mr,male,40.0,0,0,31.0,C
197,0.0,3,Mr,male,24.0,0,0,7.05,S
198,1.0,2,Miss,female,35.0,0,0,21.0,S
199,0.0,3,Mr,male,22.0,0,0,7.25,S
200,0.0,3,Mr,male,28.0,1,0,7.75,Q
201,1.0,1,Miss,female,31.0,1,0,113.275,C
202,1.0,3,Miss,female,27.0,0,0,7.925,S
203,0.0,2,Mr,male,42.0,1,0,27.0,S
204,1.0,1,Miss,female,32.0,0,0,76.2917,C
205,0.0,2,Mr,male,30.0,0,0,10.5,S
206,1.0,3,Mr,male,16.0,0,0,8.05,S
207,0.0,2,Mr,male,27.0,0,0,13.0,S
208,0.0,3,Mr,male,51.0,0,0,8.05,S
209,1.0,1,Mr,male,38.0,1,0,90.0,S
210,0.0,3,Mr,male,22.0,0,0,9.35,S
211,1.0,2,Mr,male,19.0,0,0,10.5,S
212,0.0,3,Mr,male,20.5,0,0,7.25,S
213,0.0,2,Mr,male,18.0,0,0,13.0,S
214,0.0,3,Miss,female,28.0,3,1,25.4667,S
215,1.0,1,Mrs,female,35.0,1,0,83.475,S
216,0.0,3,Mr,male,29.0,0,0,7.775,S
217,0.0,2,Mr,male,59.0,0,0,13.5,S
218,1.0,3,Miss,female,5.0,4,2,31.3875,S
219,0.0,2,Mr,male,24.0,0,0,10.5,S
220,0.0,3,Miss,female,28.0,0,0,7.55,S
221,0.0,2,Mr,male,44.0,1,0,26.0,S
222,1.0,2,Miss,female,8.0,0,2,26.25,S
223,0.0,2,Mr,male,19.0,0,0,10.5,S
224,0.0,2,Mr,male,33.0,0,0,12.275,S
225,0.0,3,Miss,female,28.0,1,0,14.4542,C
226,1.0,3,Miss,female,28.0,1,0,15.5,Q
227,0.0,2,Mr,male,29.0,0,0,10.5,S
228,0.0,3,Mr,male,22.0,0,0,7.125,S
229,0.0,3,Mr,male,30.0,0,0,7.225,C
230,0.0,1,Dr,male,44.0,2,0,90.0,Q
231,0.0,3,Miss,female,25.0,0,0,7.775,S
232,1.0,2,Mrs,female,24.0,0,2,14.5,S
233,1.0,1,Mr,male,37.0,1,1,52.5542,S
234,0.0,2,Rev,male,54.0,1,0,26.0,S
235,0.0,3,Mr,male,28.0,0,0,7.25,S
236,0.0,3,Mrs,female,29.0,1,1,10.4625,S
237,0.0,1,Mr,male,62.0,0,0,26.55,S
238,0.0,3,Mr,male,30.0,1,0,16.1,S
239,0.0,3,Mrs,female,41.0,0,2,20.2125,S
240,1.0,3,Mrs,female,29.0,0,2,15.2458,C
241,1.0,1,Mrs,female,28.0,0,0,79.2,C
242,1.0,1,Miss,female,30.0,0,0,86.5,S
243,1.0,1,Miss,female,35.0,0,0,512.3292,C
244,1.0,2,Mrs,female,50.0,0,1,26.0,S
245,1.0,3,Master,male,3.0,4,2,31.3875,S
246,0.0,1,Mr,male,52.0,1,1,79.65,S
247,0.0,1,Mr,male,40.0,0,0,0.0,S
248,0.0,3,Miss,female,28.0,0,0,7.75,Q
249,0.0,2,Mr,male,36.0,0,0,10.5,S
250,0.0,3,Mr,male,16.0,4,1,39.6875,S
251,1.0,3,Mr,male,25.0,1,0,7.775,S
252,1.0,1,Mrs,female,58.0,0,1,153.4625,S
253,1.0,1,Miss,female,35.0,0,0,135.6333,S
254,0.0,1,Mr,male,28.0,0,0,31.0,S
255,1.0,3,Mr,male,25.0,0,0,0.0,S
256,1.0,2,Mrs,female,41.0,0,1,19.5,S
257,0.0,1,Mr,male,37.0,0,1,29.7,C
258,1.0,1,Miss,female,63.0,1,0,77.9583,S
259,0.0,3,Miss,female,45.0,0,0,7.75,S
260,0.0,2,Mr,male,28.0,0,0,0.0,S
261,0.0,3,Master,male,7.0,4,1,29.125,Q
262,1.0,3,Mrs,female,35.0,1,1,20.25,S
263,0.0,3,Mr,male,65.0,0,0,7.75,Q
264,0.0,3,Mr,male,28.0,0,0,7.8542,S
265,0.0,3,Mr,male,16.0,0,0,9.5,S
266,1.0,3,Mr,male,19.0,0,0,8.05,S
267,0.0,1,Mr,male,28.0,0,0,26.0,S
268,0.0,3,Mr,male,33.0,0,0,8.6625,C
269,1.0,3,Mr,male,30.0,0,0,9.5,S
270,0.0,3,Mr,male,22.0,0,0,7.8958,S
271,1.0,2,Mr,male,42.0,0,0,13.0,S
272,1.0,3,Miss,female,22.0,0,0,7.75,Q
273,1.0,1,Miss,female,26.0,0,0,78.85,S
274,1.0,1,Mrs,female,19.0,1,0,91.0792,C
275,0.0,2,Mr,male,36.0,0,0,12.875,C
276,0.0,3,Miss,female,24.0,0,0,8.85,S
277,0.0,3,Mr,male,24.0,0,0,7.8958,S
278,0.0,3,Mr,male,23.5,0,0,7.2292,C
279,0.0,1,Miss,female,2.0,1,2,151.55,S
280,1.0,1,Mr,male,28.0,0,0,30.5,S
281,1.0,1,Mrs,female,50.0,0,1,247.5208,C
282,1.0,3,Mr,male,28.0,2,0,23.25,Q
283,0.0,3,Mr,male,19.0,0,0,0.0,S
284,1.0,2,Miss,female,28.0,0,0,12.35,Q
285,1.0,1,Master,male,0.92,1,2,151.55,S
286,1.0,1,Miss,female,28.0,0,0,110.8833,C
287,1.0,1,Mrs,female,17.0,1,0,108.9,C
288,0.0,2,Mr,male,30.0,1,0,24.0,C
289,1.0,1,Miss,female,30.0,0,0,56.9292,C
290,1.0,1,Miss,female,24.0,0,0,83.1583,C
291,1.0,1,Miss,female,18.0,2,2,262.375,C
292,0.0,2,Mrs,female,26.0,1,1,26.0,S
293,0.0,2,Mr,male,43.0,1,1,26.25,S
294,1.0,3,Miss,female,26.0,0,0,7.8542,S
295,1.0,2,Mrs,female,24.0,1,0,26.0,S
296,0.0,2,Dr,male,54.0,0,0,14.0,S
297,1.0,1,Miss,female,31.0,0,2,164.8667,S
298,1.0,1,Mrs,female,40.0,1,1,134.5,C
299,0.0,3,Mr,male,27.0,0,0,7.8958,S
300,1.0,2,Miss,female,30.0,0,0,12.35,Q
301,1.0,2,Mrs,female,22.0,1,1,29.0,S
302,1.0,1,Miss,female,36.0,0,0,135.6333,C
303,0.0,3,Mr,male,61.0,0,0,6.2375,S
304,1.0,2,Mrs,female,36.0,0,0,13.0,S
305,1.0,3,Mrs,female,31.0,1,1,20.525,S
306,1.0,1,Miss,female,16.0,0,1,57.9792,C
307,1.0,3,Miss,female,28.0,2,0,23.25,Q
308,0.0,1,Mr,male,45.5,0,0,28.5,S
309,0.0,1,Mr,male,38.0,0,1,153.4625,S
310,0.0,3,Mr,male,16.0,2,0,18.0,S
311,1.0,1,Mrs,female,28.0,1,0,133.65,S
312,0.0,1,Mr,male,29.0,1,0,66.6,S
313,1.0,1,Miss,female,41.0,0,0,134.5,C
314,1.0,3,Mr,male,45.0,0,0,8.05,S
315,0.0,1,Mr,male,45.0,0,0,35.5,S
316,1.0,2,Master,male,2.0,1,1,26.0,S
317,1.0,1,Miss,female,24.0,3,2,263.0,S
318,0.0,2,Mr,male,28.0,0,0,13.0,S
319,0.0,2,Mr,male,36.0,0,0,13.0,S
320,1.0,2,Miss,female,24.0,0,0,13.0,S
321,1.0,2,Miss,female,40.0,0,0,13.0,S
322,1.0,3,Mrs,female,28.0,1,0,16.1,S
323,1.0,3,Master,male,3.0,1,1,15.9,S
324,0.0,3,Mr,male,42.0,0,0,8.6625,S
325,0.0,3,Mr,male,23.0,0,0,9.225,S
326,0.0,1,Mr,male,28.0,0,0,35.0,S
327,0.0,3,Mr,male,15.0,1,1,7.2292,C
328,0.0,3,Mr,male,25.0,1,0,17.8,S
329,1.0,1,Miss,female,22.0,0,1,55.0,S
330,0.0,2,Miss,female,38.0,0,0,13.0,S
331,0.0,3,Mr,male,40.0,1,4,27.9,S
332,0.0,2,Mr,male,29.0,1,0,27.7208,C
333,0.0,3,Mrs,female,45.0,0,1,14.4542,C
334,0.0,3,Mr,male,35.0,0,0,7.05,S
335,0.0,3,Mr,male,30.0,0,0,7.25,S
336,1.0,1,Mrs,female,60.0,1,0,75.25,C
337,1.0,3,Mrs,female,28.0,0,0,7.2292,C
338,1.0,1,Mme,female,24.0,0,0,69.3,C
339,1.0,1,Mr,male,25.0,1,0,55.4417,C
340,0.0,3,Mr,male,18.0,1,0,6.4958,S
341,0.0,3,Mr,male,19.0,0,0,8.05,S
342,0.0,1,Mr,male,22.0,0,0,135.6333,C
343,0.0,3,Miss,female,3.0,3,1,21.075,S
344,1.0,1,Mrs,female,28.0,1,0,82.1708,C
345,1.0,3,Miss,female,22.0,0,0,7.25,S
346,0.0,1,Mr,male,27.0,0,2,211.5,C
347,0.0,3,Mr,male,20.0,0,0,4.0125,C
348,0.0,3,Mr,male,19.0,0,0,7.775,S
349,1.0,1,Miss,female,42.0,0,0,227.525,C
350,1.0,3,Miss,female,1.0,0,2,15.7417,C
351,0.0,3,Mr,male,32.0,0,0,7.925,S
352,1.0,1,Mrs,female,35.0,1,0,52.0,S
353,0.0,2,Mr,male,18.0,0,0,73.5,S
354,0.0,3,Master,male,1.0,5,2,46.9,S
355,1.0,2,Miss,female,36.0,0,0,13.0,S
356,0.0,3,Mr,male,28.0,0,0,7.7292,Q
357,1.0,2,Miss,female,17.0,0,0,12.0,C
358,1.0,1,Mr,male,36.0,1,2,120.0,S
359,1.0,3,Mr,male,21.0,0,0,7.7958,S
360,0.0,3,Mr,male,28.0,2,0,7.925,S
361,1.0,1,Miss,female,23.0,1,0,113.275,C
362,1.0,3,Mrs,female,24.0,0,2,16.7,S
363,0.0,3,Mr,male,22.0,0,0,7.7958,S
364,0.0,3,Miss,female,31.0,0,0,7.8542,S
365,0.0,2,Mr,male,46.0,0,0,26.0,S
366,0.0,2,Dr,male,23.0,0,0,10.5,S
367,1.0,2,Mrs,female,28.0,0,0,12.65,S
368,1.0,3,Mr,male,39.0,0,0,7.925,S
369,0.0,3,Mr,male,26.0,0,0,8.05,S
370,0.0,3,Miss,female,21.0,1,0,9.825,S
371,0.0,3,Mr,male,28.0,1,0,15.85,S
372,0.0,3,Miss,female,20.0,0,0,8.6625,S
373,0.0,2,Mr,male,34.0,1,0,21.0,S
374,0.0,3,Mr,male,51.0,0,0,7.75,S
375,1.0,2,Master,male,3.0,1,1,18.75,S
376,0.0,3,Mr,male,21.0,0,0,7.775,S
377,0.0,3,Mr,male,28.0,0,0,6.8583,Q
378,1.0,1,Miss,female,33.0,1,0,90.0,Q
379,1.0,3,Mr,male,44.0,0,0,7.925,S
380,0.0,3,Mrs,female,28.0,0,0,8.05,S
381,1.0,2,Mrs,female,34.0,1,1,32.5,S
382,1.0,2,Miss,female,18.0,0,2,13.0,S
383,0.0,3,Miss,female,10.0,0,2,24.15,S
384,0.0,3,Mr,male,21.0,0,0,7.7333,Q
385,0.0,3,Mr,male,29.0,0,0,7.875,S
386,0.0,3,Mrs,female,28.0,1,1,14.4,S
387,0.0,3,Mr,male,18.0,1,1,20.2125,S
388,1.0,2,Mrs,female,28.0,1,0,26.0,S
389,1.0,2,Miss,female,19.0,0,0,26.0,S
390,1.0,3,Mr,male,32.0,0,0,8.05,S
391,1.0,1,Mr,male,28.0,0,0,26.55,S
392,1.0,2,Mrs,female,42.0,1,0,26.0,S
393,0.0,3,Mr,male,17.0,0,0,7.125,S
394,0.0,1,Mr,male,50.0,1,0,55.9,S
395,1.0,1,Miss,female,14.0,1,2,120.0,S
396,0.0,3,Miss,female,21.0,2,2,34.375,S
397,1.0,2,Mrs,female,24.0,2,3,18.75,S
398,0.0,1,Mr,male,64.0,1,4,263.0,S
399,0.0,2,Mr,male,31.0,0,0,10.5,S
400,1.0,2,Mrs,female,45.0,1,1,26.25,S
401,0.0,3,Mr,male,20.0,0,0,9.5,S
402,0.0,3,Mr,male,25.0,1,0,7.775,S
403,1.0,2,Ms,female,28.0,0,0,13.0,S
404,1.0,3,Mr,male,28.0,0,0,8.1125,S
405,1.0,1,Master,male,4.0,0,2,81.8583,S
406,1.0,2,Miss,female,13.0,0,1,19.5,S
407,1.0,1,Mr,male,34.0,0,0,26.55,S
408,1.0,3,Miss,female,5.0,2,1,19.2583,C
409,1.0,1,Major,male,52.0,0,0,30.5,S
410,0.0,2,Mr,male,36.0,1,2,27.75,S
411,0.0,3,Mr,male,28.0,1,0,19.9667,S
412,0.0,1,Mr,male,30.0,0,0,27.75,C
413,1.0,1,Mr,male,49.0,1,0,89.1042,C
414,1.0,3,Mr,male,29.0,0,0,7.8958,C
415,0.0,1,Mr,male,65.0,0,0,26.55,S
416,1.0,1,Mrs,female,28.0,1,0,51.8625,S
417,1.0,2,Miss,female,50.0,0,0,10.5,S
418,1.0,1,Mr,male,48.0,0,0,26.55,S
419,0.0,3,Mr,male,34.0,0,0,8.05,S
420,0.0,1,Mr,male,47.0,0,0,38.5,S
421,0.0,2,Mr,male,48.0,0,0,13.0,S
422,0.0,3,Mr,male,38.0,0,0,7.05,S
423,0.0,1,Mr,male,56.0,0,0,26.55,S
424,0.0,3,Mr,male,28.0,0,0,7.725,Q
425,1.0,3,Miss,female,0.75,2,1,19.2583,C
426,0.0,3,Mr,male,38.0,0,0,8.6625,S
427,1.0,2,Mrs,female,33.0,1,2,27.75,S
428,1.0,2,Mrs,female,23.0,0,0,13.7917,C
429,0.0,3,Miss,female,22.0,0,0,9.8375,S
430,0.0,1,Mr,male,28.0,0,0,52.0,S
431,0.0,3,Mr,male,29.0,1,0,7.0458,S
432,0.0,3,Mr,male,22.0,0,0,7.5208,S
433,1.0,3,Miss,female,2.0,0,1,12.2875,S
434,0.0,3,Master,male,9.0,5,2,46.9,S
435,0.0,3,Mr,male,50.0,0,0,8.05,S
436,1.0,3,Mrs,female,63.0,0,0,9.5875,S
437,1.0,1,Mr,male,25.0,1,0,91.0792,C
438,1.0,1,Mrs,female,35.0,1,0,90.0,S
439,0.0,1,Mr,male,58.0,0,0,29.7,C
440,1.0,3,Master,male,9.0,1,1,15.9,S
441,0.0,3,Mr,male,21.0,0,0,7.25,S
442,0.0,1,Mr,male,55.0,0,0,30.5,S
443,0.0,1,Mr,male,71.0,0,0,49.5042,C
444,0.0,3,Mr,male,28.0,0,0,14.4583,C
445,1.0,1,Miss,female,54.0,1,0,78.2667,C
446,0.0,3,Mr,male,28.0,0,0,15.1,S
447,0.0,1,Mrs,female,25.0,1,2,151.55,S
448,0.0,3,Mr,male,24.0,0,0,7.7958,S
449,0.0,3,Miss,female,21.0,0,0,7.75,Q
450,0.0,3,Miss,female,28.0,0,0,7.6292,Q
451,0.0,3,Miss,female,37.0,0,0,9.5875,S
452,1.0,1,Miss,female,16.0,0,0,86.5,S
453,0.0,1,Mr,male,18.0,1,0,108.9,C
454,1.0,2,Mrs,female,33.0,0,2,26.0,S
455,0.0,3,Mr,male,28.0,0,0,22.525,S
456,1.0,3,Mr,male,26.0,0,0,56.4958,S
457,1.0,3,Mr,male,29.0,0,0,7.75,Q
458,1.0,1,Mr,male,36.0,0,0,26.2875,S
459,1.0,1,Mrs,female,54.0,1,0,59.4,C
460,0.0,3,Mr,male,24.0,0,0,7.4958,S
461,0.0,1,Mr,male,47.0,0,0,34.0208,S
462,1.0,2,Mrs,female,34.0,0,0,10.5,S
463,0.0,3,Mr,male,28.0,0,0,24.15,Q
464,1.0,2,Mrs,female,36.0,1,0,26.0,S
465,0.0,3,Mr,male,32.0,0,0,7.8958,S
466,1.0,1,Miss,female,30.0,0,0,93.5,S
467,1.0,1,Mrs,female,44.0,0,1,57.9792,C
468,0.0,3,Mr,male,28.0,0,0,7.2292,C
469,0.0,3,Mr,male,40.5,0,0,7.75,Q
470,0.0,1,Mr,male,28.0,0,0,221.7792,S
471,0.0,3,Mr,male,39.0,0,0,7.925,S
472,0.0,2,Mr,male,23.0,2,1,11.5,S
473,1.0,2,Miss,female,2.0,1,1,26.0,S
474,0.0,3,Mr,male,17.0,1,1,7.2292,C
475,1.0,3,Mrs,female,28.0,0,2,22.3583,C
476,0.0,3,Miss,female,30.0,0,0,8.6625,S
477,1.0,2,Miss,female,7.0,0,2,26.25,S
478,0.0,1,Major,male,45.0,0,0,26.55,S
479,1.0,1,Miss,female,30.0,0,0,106.425,C
480,0.0,3,Mr,male,28.0,0,0,14.5,S
481,1.0,1,Miss,female,22.0,0,2,49.5,C
482,1.0,1,Miss,female,36.0,0,2,71.0,S
483,0.0,3,Miss,female,9.0,4,2,31.275,S
484,0.0,3,Miss,female,11.0,4,2,31.275,S
485,1.0,2,Mr,male,32.0,1,0,26.0,S
486,0.0,1,Mr,male,50.0,1,0,106.425,C
487,0.0,1,Mr,male,64.0,0,0,26.0,S
